会社名,四半期,区分,科目,前期末,当期末
グリーンリーフ,2025Q4,BS,営業債権,,13300
グリーンリーフ,2025Q4,BS,棚卸資産,,3000
グリーンリーフ,2025Q4,BS,その他流動資産,,2400
グリーンリーフ,2025Q4,BS,有形固定資産(純額),,14500
グリーンリーフ,2025Q4,BS,投資その他の資産,,3600
グリーンリーフ,2025Q4,BS,営業債務,,6300
グリーンリーフ,2025Q4,BS,短期借入金,,900
グリーンリーフ,2025Q4,BS,その他流動負債,,900
グリーンリーフ,2025Q4,BS,長期借入金,,10400
グリーンリーフ,2025Q4,BS,その他固定負債,,3000
グリーンリーフ,2025Q4,BS,退職給付引当金,,4900
グリーンリーフ,2025Q4,BS,純資産合計,,29900
グリーンリーフ,2025Q4,PL,売上高,,28900
グリーンリーフ,2025Q4,PL,営業利益,,3000
グリーンリーフ,2025Q4,PL,税引前当期純利益,,2900
グリーンリーフ,2025Q4,PL,減価償却費,,2300
グリーンリーフ,2025Q4,PL,支払利息,,100
グリーンリーフ,2025Q4,PL,法人税等,,900
グリーンリーフ,2026Q1,BS,現金及び預金,,17900
グリーンリーフ,2026Q1,BS,預け金,,4900
グリーンリーフ,2026Q1,BS,営業債権,,12800
グリーンリーフ,2026Q1,BS,棚卸資産,,3700
グリーンリーフ,2026Q1,BS,その他流動資産,,2700
グリーンリーフ,2026Q1,BS,有形固定資産(純額),,14100
グリーンリーフ,2026Q1,BS,投資その他の資産,,3700
グリーンリーフ,2026Q1,BS,営業債務,,7300
グリーンリーフ,2026Q1,BS,短期借入金,,1500
グリーンリーフ,2026Q1,BS,その他流動負債,,1300
グリーンリーフ,2026Q1,BS,長期借入金,,11600
グリーンリーフ,2026Q1,BS,その他固定負債,,2800
グリーンリーフ,2026Q1,BS,退職給付引当金,,5100
グリーンリーフ,2026Q1,BS,純資産合計,,30200
グリーンリーフ,2026Q1,PL,売上高,,29200
グリーンリーフ,2026Q1,PL,営業利益,,700
グリーンリーフ,2026Q1,PL,税引前当期純利益,,800
グリーンリーフ,2026Q1,PL,減価償却費,,1000
グリーンリーフ,2026Q1,PL,受取利息及び受取配当金,,100
グリーンリーフ,2026Q1,PL,支払利息,,300
グリーンリーフ,2026Q1,PL,固定資産売却損益(益は+、損は−),,300
グリーンリーフ,2026Q1,PL,法人税等,,300
グリーンリーフ,2026Q1,補足,有形固定資産の売却による収入,,800
グリーンリーフ,2026Q1,SS,剰余金の配当(配当金の支払額),,200
ハヤブサ運輸,2023Q4,BS,現金及び預金,16300,20200
ハヤブサ運輸,2023Q4,BS,預け金,11400,9600
ハヤブサ運輸,2023Q4,BS,営業債権,22400,26400
ハヤブサ運輸,2023Q4,BS,棚卸資産,11900,14200
ハヤブサ運輸,2023Q4,BS,その他流動資産,3800,3200
ハヤブサ運輸,2023Q4,BS,有形固定資産(純額),48700,51100
ハヤブサ運輸,2023Q4,BS,投資その他の資産,3700,4400
ハヤブサ運輸,2023Q4,BS,営業債務,6900,9600
ハヤブサ運輸,2023Q4,BS,短期借入金,4300,7300
ハヤブサ運輸,2023Q4,BS,その他流動負債,2000,1500
ハヤブサ運輸,2023Q4,BS,長期借入金,12900,13800
ハヤブサ運輸,2023Q4,BS,その他固定負債,2000,1700
ハヤブサ運輸,2023Q4,BS,退職給付引当金,5500,5200
ハヤブサ運輸,2023Q4,BS,純資産合計,84600,90000
ハヤブサ運輸,2023Q4,PL,売上高,,78700
ハヤブサ運輸,2023Q4,PL,営業利益,,8300
ハヤブサ運輸,2023Q4,PL,税引前当期純利益,,8000
ハヤブサ運輸,2023Q4,PL,減価償却費,,4700
ハヤブサ運輸,2023Q4,PL,受取利息及び受取配当金,,100
ハヤブサ運輸,2023Q4,PL,支払利息,,400
ハヤブサ運輸,2023Q4,PL,法人税等,,2600
ハヤブサ運輸,2024Q1,BS,現金及び預金,,16400
ハヤブサ運輸,2024Q1,BS,預け金,,8800
ハヤブサ運輸,2024Q1,BS,営業債権,,26700
ハヤブサ運輸,2024Q1,BS,棚卸資産,,14500
ハヤブサ運輸,2024Q1,BS,その他流動資産,,3600
ハヤブサ運輸,2024Q1,BS,有形固定資産(純額),,53700
ハヤブサ運輸,2024Q1,BS,投資その他の資産,,5500
ハヤブサ運輸,2024Q1,BS,営業債務,,7800
ハヤブサ運輸,2024Q1,BS,短期借入金,,6600
ハヤブサ運輸,2024Q1,BS,その他流動負債,,2600
ハヤブサ運輸,2024Q1,BS,長期借入金,,14600
ハヤブサ運輸,2024Q1,BS,その他固定負債,,1100
ハヤブサ運輸,2024Q1,BS,退職給付引当金,,5300
ハヤブサ運輸,2024Q1,BS,純資産合計,,91200
ハヤブサ運輸,2024Q1,PL,売上高,,80200
ハヤブサ運輸,2024Q1,PL,営業利益,,3200
ハヤブサ運輸,2024Q1,PL,税引前当期純利益,,2800
ハヤブサ運輸,2024Q1,PL,減価償却費,,5000
ハヤブサ運輸,2024Q1,PL,受取利息及び受取配当金,,300
ハヤブサ運輸,2024Q1,PL,支払利息,,700
ハヤブサ運輸,2024Q1,PL,法人税等,,900
ハヤブサ運輸,2024Q1,SS,剰余金の配当(配当金の支払額),,700
ハヤブサ運輸,2024Q2,BS,現金及び預金,,10000
ハヤブサ運輸,2024Q2,BS,預け金,,10000
ハヤブサ運輸,2024Q2,BS,営業債権,,27600
ハヤブサ運輸,2024Q2,BS,棚卸資産,,14000
ハヤブサ運輸,2024Q2,BS,その他流動資産,,3000
ハヤブサ運輸,2024Q2,BS,有形固定資産(純額),,53300
ハヤブサ運輸,2024Q2,BS,投資その他の資産,,6100
ハヤブサ運輸,2024Q2,BS,営業債務,,8400
ハヤブサ運輸,2024Q2,BS,短期借入金,,5600
ハヤブサ運輸,2024Q2,BS,その他流動負債,,1800
ハヤブサ運輸,2024Q2,BS,長期借入金,,10900
ハヤブサ運輸,2024Q2,BS,その他固定負債,,1600
ハヤブサ運輸,2024Q2,BS,退職給付引当金,,5200
ハヤブサ運輸,2024Q2,BS,純資産合計,,90500
ハヤブサ運輸,2024Q2,PL,売上高,,81400
ハヤブサ運輸,2024Q2,PL,営業利益,,-1100
ハヤブサ運輸,2024Q2,PL,税引前当期純利益,,-700
ハヤブサ運輸,2024Q2,PL,減価償却費,,3500
ハヤブサ運輸,2024Q2,PL,支払利息,,500
ハヤブサ運輸,2024Q2,PL,固定資産売却損益(益は+、損は−),,900
ハヤブサ運輸,2024Q2,補足,有形固定資産の売却による収入,,3100
ハヤブサ運輸,2024Q3,BS,現金及び預金,,18600
ハヤブサ運輸,2024Q3,BS,預け金,,10900
ハヤブサ運輸,2024Q3,BS,営業債権,,25600
ハヤブサ運輸,2024Q3,BS,棚卸資産,,13100
ハヤブサ運輸,2024Q3,BS,その他流動資産,,2800
ハヤブサ運輸,2024Q3,BS,有形固定資産(純額),,54900
ハヤブサ運輸,2024Q3,BS,投資その他の資産,,6100
ハヤブサ運輸,2024Q3,BS,営業債務,,9900
ハヤブサ運輸,2024Q3,BS,短期借入金,,5300
ハヤブサ運輸,2024Q3,BS,その他流動負債,,1300
ハヤブサ運輸,2024Q3,BS,長期借入金,,14200
ハヤブサ運輸,2024Q3,BS,その他固定負債,,1400
ハヤブサ運輸,2024Q3,BS,退職給付引当金,,5100
ハヤブサ運輸,2024Q3,BS,純資産合計,,94800
ハヤブサ運輸,2024Q3,PL,売上高,,80000
ハヤブサ運輸,2024Q3,PL,営業利益,,8300
ハヤブサ運輸,2024Q3,PL,税引前当期純利益,,8000
ハヤブサ運輸,2024Q3,PL,減価償却費,,2700
ハヤブサ運輸,2024Q3,PL,受取利息及び受取配当金,,200
ハヤブサ運輸,2024Q3,PL,支払利息,,300
ハヤブサ運輸,2024Q3,PL,固定資産売却損益(益は+、損は−),,-200
ハヤブサ運輸,2024Q3,PL,法人税等,,2600
ハヤブサ運輸,2024Q3,補足,有形固定資産の売却による収入,,2300
ハヤブサ運輸,2024Q3,SS,剰余金の配当(配当金の支払額),,1100
ハヤブサ運輸,2024Q4,BS,現金及び預金,,19800
ハヤブサ運輸,2024Q4,BS,預け金,,11500
ハヤブサ運輸,2024Q4,BS,営業債権,,25400
ハヤブサ運輸,2024Q4,BS,棚卸資産,,13600
ハヤブサ運輸,2024Q4,BS,その他流動資産,,3600
ハヤブサ運輸,2024Q4,BS,有形固定資産(純額),,56200
ハヤブサ運輸,2024Q4,BS,投資その他の資産,,5600
ハヤブサ運輸,2024Q4,BS,営業債務,,7700
ハヤブサ運輸,2024Q4,BS,短期借入金,,7000
ハヤブサ運輸,2024Q4,BS,その他流動負債,,600
ハヤブサ運輸,2024Q4,BS,長期借入金,,10700
ハヤブサ運輸,2024Q4,BS,その他固定負債,,2000
ハヤブサ運輸,2024Q4,BS,退職給付引当金,,5800
ハヤブサ運輸,2024Q4,BS,純資産合計,,101900
ハヤブサ運輸,2024Q4,PL,売上高,,77500
ハヤブサ運輸,2024Q4,PL,営業利益,,10500
ハヤブサ運輸,2024Q4,PL,税引前当期純利益,,10400
ハヤブサ運輸,2024Q4,PL,減価償却費,,4100
ハヤブサ運輸,2024Q4,PL,受取利息及び受取配当金,,200
ハヤブサ運輸,2024Q4,PL,支払利息,,1100
ハヤブサ運輸,2024Q4,PL,固定資産売却損益(益は+、損は−),,800
ハヤブサ運輸,2024Q4,PL,法人税等,,3300
ハヤブサ運輸,2024Q4,補足,有形固定資産の売却による収入,,1400
ハヤブサ運輸,2025Q1,BS,現金及び預金,,18700
ハヤブサ運輸,2025Q1,BS,預け金,,12400
ハヤブサ運輸,2025Q1,BS,営業債権,,27500
ハヤブサ運輸,2025Q1,BS,棚卸資産,,13200
ハヤブサ運輸,2025Q1,BS,その他流動資産,,3800
ハヤブサ運輸,2025Q1,BS,有形固定資産(純額),,55900
ハヤブサ運輸,2025Q1,BS,投資その他の資産,,6500
ハヤブサ運輸,2025Q1,BS,営業債務,,6300
ハヤブサ運輸,2025Q1,BS,短期借入金,,6500
ハヤブサ運輸,2025Q1,BS,その他流動負債,,1200
ハヤブサ運輸,2025Q1,BS,長期借入金,,9300
ハヤブサ運輸,2025Q1,BS,その他固定負債,,1400
ハヤブサ運輸,2025Q1,BS,退職給付引当金,,6400
ハヤブサ運輸,2025Q1,BS,純資産合計,,106900
ハヤブサ運輸,2025Q1,PL,売上高,,75000
ハヤブサ運輸,2025Q1,PL,営業利益,,7900
ハヤブサ運輸,2025Q1,PL,税引前当期純利益,,7400
ハヤブサ運輸,2025Q1,PL,減価償却費,,3700
ハヤブサ運輸,2025Q1,PL,受取利息及び受取配当金,,300
ハヤブサ運輸,2025Q1,PL,支払利息,,800
ハヤブサ運輸,2025Q1,PL,法人税等,,2400
ハヤブサ運輸,2025Q2,BS,現金及び預金,,14300
ハヤブサ運輸,2025Q2,BS,預け金,,13000
ハヤブサ運輸,2025Q2,BS,営業債権,,30500
ハヤブサ運輸,2025Q2,BS,棚卸資産,,14000
ハヤブサ運輸,2025Q2,BS,その他流動資産,,4400
ハヤブサ運輸,2025Q2,BS,有形固定資産(純額),,56800
ハヤブサ運輸,2025Q2,BS,投資その他の資産,,7500
ハヤブサ運輸,2025Q2,BS,営業債務,,6800
ハヤブサ運輸,2025Q2,BS,短期借入金,,6600
ハヤブサ運輸,2025Q2,BS,その他流動負債,,1300
ハヤブサ運輸,2025Q2,BS,長期借入金,,9500
ハヤブサ運輸,2025Q2,BS,その他固定負債,,1700
ハヤブサ運輸,2025Q2,BS,退職給付引当金,,6500
ハヤブサ運輸,2025Q2,BS,純資産合計,,108100
ハヤブサ運輸,2025Q2,PL,売上高,,74000
ハヤブサ運輸,2025Q2,PL,営業利益,,2400
ハヤブサ運輸,2025Q2,PL,税引前当期純利益,,1700
ハヤブサ運輸,2025Q2,PL,減価償却費,,6000
ハヤブサ運輸,2025Q2,PL,受取利息及び受取配当金,,300
ハヤブサ運輸,2025Q2,PL,支払利息,,1000
ハヤブサ運輸,2025Q2,PL,法人税等,,500
ハヤブサ運輸,2025Q3,BS,現金及び預金,,22000
ハヤブサ運輸,2025Q3,BS,預け金,,12100
ハヤブサ運輸,2025Q3,BS,営業債権,,31300
ハヤブサ運輸,2025Q3,BS,棚卸資産,,12500
ハヤブサ運輸,2025Q3,BS,その他流動資産,,4100
ハヤブサ運輸,2025Q3,BS,有形固定資産(純額),,55300
ハヤブサ運輸,2025Q3,BS,投資その他の資産,,6900
ハヤブサ運輸,2025Q3,BS,営業債務,,5000
ハヤブサ運輸,2025Q3,BS,短期借入金,,5900
ハヤブサ運輸,2025Q3,BS,その他流動負債,,500
ハヤブサ運輸,2025Q3,BS,長期借入金,,8300
ハヤブサ運輸,2025Q3,BS,その他固定負債,,2500
ハヤブサ運輸,2025Q3,BS,退職給付引当金,,6600
ハヤブサ運輸,2025Q3,BS,純資産合計,,115400
ハヤブサ運輸,2025Q3,PL,売上高,,72800
ハヤブサ運輸,2025Q3,PL,営業利益,,10600
ハヤブサ運輸,2025Q3,PL,税引前当期純利益,,10700
ハヤブサ運輸,2025Q3,PL,減価償却費,,4100
ハヤブサ運輸,2025Q3,PL,受取利息及び受取配当金,,400
ハヤブサ運輸,2025Q3,PL,支払利息,,800
ハヤブサ運輸,2025Q3,PL,固定資産売却損益(益は+、損は−),,500
ハヤブサ運輸,2025Q3,PL,法人税等,,3400
ハヤブサ運輸,2025Q3,補足,有形固定資産の売却による収入,,3400
ハヤブサ運輸,2025Q4,BS,現金及び預金,,19600
ハヤブサ運輸,2025Q4,BS,預け金,,11800
ハヤブサ運輸,2025Q4,BS,営業債権,,29600
ハヤブサ運輸,2025Q4,BS,棚卸資産,,11100
ハヤブサ運輸,2025Q4,BS,その他流動資産,,4800
ハヤブサ運輸,2025Q4,BS,有形固定資産(純額),,57900
ハヤブサ運輸,2025Q4,BS,投資その他の資産,,6900
ハヤブサ運輸,2025Q4,BS,営業債務,,3100
ハヤブサ運輸,2025Q4,BS,短期借入金,,4500
ハヤブサ運輸,2025Q4,BS,その他流動負債,,800
ハヤブサ運輸,2025Q4,BS,長期借入金,,4900
ハヤブサ運輸,2025Q4,BS,その他固定負債,,3000
ハヤブサ運輸,2025Q4,BS,退職給付引当金,,6300
ハヤブサ運輸,2025Q4,BS,純資産合計,,119100
ハヤブサ運輸,2025Q4,PL,売上高,,74300
ハヤブサ運輸,2025Q4,PL,営業利益,,5300
ハヤブサ運輸,2025Q4,PL,税引前当期純利益,,5400
ハヤブサ運輸,2025Q4,PL,減価償却費,,4100
ハヤブサ運輸,2025Q4,PL,受取利息及び受取配当金,,200
ハヤブサ運輸,2025Q4,PL,支払利息,,200
ハヤブサ運輸,2025Q4,PL,固定資産売却損益(益は+、損は−),,100
ハヤブサ運輸,2025Q4,PL,法人税等,,1700
ハヤブサ運輸,2025Q4,補足,有形固定資産の売却による収入,,2700
ハヤブサ運輸,2026Q1,BS,現金及び預金,,25600
ハヤブサ運輸,2026Q1,BS,預け金,,9900
ハヤブサ運輸,2026Q1,BS,営業債権,,33500
ハヤブサ運輸,2026Q1,BS,棚卸資産,,10100
ハヤブサ運輸,2026Q1,BS,その他流動資産,,5400
ハヤブサ運輸,2026Q1,BS,有形固定資産(純額),,58400
ハヤブサ運輸,2026Q1,BS,投資その他の資産,,8100
ハヤブサ運輸,2026Q1,BS,営業債務,,4700
ハヤブサ運輸,2026Q1,BS,短期借入金,,6600
ハヤブサ運輸,2026Q1,BS,その他流動負債,,1900
ハヤブサ運輸,2026Q1,BS,長期借入金,,5200
ハヤブサ運輸,2026Q1,BS,その他固定負債,,2900
ハヤブサ運輸,2026Q1,BS,退職給付引当金,,7000
ハヤブサ運輸,2026Q1,BS,純資産合計,,122700
ハヤブサ運輸,2026Q1,PL,売上高,,74100
ハヤブサ運輸,2026Q1,PL,営業利益,,8100
ハヤブサ運輸,2026Q1,PL,税引前当期純利益,,8300
ハヤブサ運輸,2026Q1,PL,減価償却費,,2300
ハヤブサ運輸,2026Q1,PL,受取利息及び受取配当金,,200
ハヤブサ運輸,2026Q1,PL,支払利息,,800
ハヤブサ運輸,2026Q1,PL,固定資産売却損益(益は+、損は−),,800
ハヤブサ運輸,2026Q1,PL,法人税等,,2700
ハヤブサ運輸,2026Q1,補足,有形固定資産の売却による収入,,700
ハヤブサ運輸,2026Q1,SS,剰余金の配当(配当金の支払額),,2000
イズミ建設,2023Q4,BS,現金及び預金,13100,14900
イズミ建設,2023Q4,BS,預け金,6700,5200
イズミ建設,2023Q4,BS,営業債権,11900,11000
イズミ建設,2023Q4,BS,棚卸資産,4800,6000
イズミ建設,2023Q4,BS,その他流動資産,1100,1700
イズミ建設,2023Q4,BS,有形固定資産(純額),23000,25100
イズミ建設,2023Q4,BS,投資その他の資産,2600,3800
イズミ建設,2023Q4,BS,営業債務,10100,12000
イズミ建設,2023Q4,BS,短期借入金,5700,6600
イズミ建設,2023Q4,BS,その他流動負債,2500,2400
イズミ建設,2023Q4,BS,長期借入金,24900,21800
イズミ建設,2023Q4,BS,その他固定負債,3600,4100
イズミ建設,2023Q4,BS,退職給付引当金,3300,4200
イズミ建設,2023Q4,BS,純資産合計,13100,16600
イズミ建設,2023Q4,PL,売上高,,49800
イズミ建設,2023Q4,PL,営業利益,,5600
イズミ建設,2023Q4,PL,税引前当期純利益,,5100
イズミ建設,2023Q4,PL,減価償却費,,1500
イズミ建設,2023Q4,PL,受取利息及び受取配当金,,100
イズミ建設,2023Q4,PL,支払利息,,600
イズミ建設,2023Q4,PL,法人税等,,1600
イズミ建設,2024Q1,BS,現金及び預金,,25300
イズミ建設,2024Q1,BS,預け金,,3400
イズミ建設,2024Q1,BS,営業債権,,12700
イズミ建設,2024Q1,BS,棚卸資産,,4600
イズミ建設,2024Q1,BS,その他流動資産,,2000
イズミ建設,2024Q1,BS,有形固定資産(純額),,24800
イズミ建設,2024Q1,BS,投資その他の資産,,4600
イズミ建設,2024Q1,BS,営業債務,,14900
イズミ建設,2024Q1,BS,短期借入金,,5400
イズミ建設,2024Q1,BS,その他流動負債,,3200
イズミ建設,2024Q1,BS,長期借入金,,24500
イズミ建設,2024Q1,BS,その他固定負債,,4100
イズミ建設,2024Q1,BS,退職給付引当金,,4100
イズミ建設,2024Q1,BS,純資産合計,,21200
イズミ建設,2024Q1,PL,売上高,,51700
イズミ建設,2024Q1,PL,営業利益,,7700
イズミ建設,2024Q1,PL,税引前当期純利益,,8300
イズミ建設,2024Q1,PL,減価償却費,,6000
イズミ建設,2024Q1,PL,受取利息及び受取配当金,,200
イズミ建設,2024Q1,PL,支払利息,,200
イズミ建設,2024Q1,PL,固定資産売却損益(益は+、損は−),,600
イズミ建設,2024Q1,PL,法人税等,,2700
イズミ建設,2024Q1,補足,有形固定資産の売却による収入,,3100
イズミ建設,2024Q1,SS,剰余金の配当(配当金の支払額),,1000
イズミ建設,2024Q2,BS,現金及び預金,,21300
イズミ建設,2024Q2,BS,預け金,,4100
イズミ建設,2024Q2,BS,営業債権,,11900
イズミ建設,2024Q2,BS,棚卸資産,,4300
イズミ建設,2024Q2,BS,その他流動資産,,2000
イズミ建設,2024Q2,BS,有形固定資産(純額),,28800
イズミ建設,2024Q2,BS,投資その他の資産,,4400
イズミ建設,2024Q2,BS,営業債務,,13000
イズミ建設,2024Q2,BS,短期借入金,,3300
イズミ建設,2024Q2,BS,その他流動負債,,3000
イズミ建設,2024Q2,BS,長期借入金,,22900
イズミ建設,2024Q2,BS,その他固定負債,,3900
イズミ建設,2024Q2,BS,退職給付引当金,,4900
イズミ建設,2024Q2,BS,純資産合計,,25800
イズミ建設,2024Q2,PL,売上高,,52900
イズミ建設,2024Q2,PL,営業利益,,7500
イズミ建設,2024Q2,PL,税引前当期純利益,,6800
イズミ建設,2024Q2,PL,減価償却費,,2700
イズミ建設,2024Q2,PL,受取利息及び受取配当金,,100
イズミ建設,2024Q2,PL,支払利息,,600
イズミ建設,2024Q2,PL,固定資産売却損益(益は+、損は−),,-200
イズミ建設,2024Q2,PL,法人税等,,2200
イズミ建設,2024Q2,補足,有形固定資産の売却による収入,,800
イズミ建設,2024Q3,BS,現金及び預金,,18600
イズミ建設,2024Q3,BS,預け金,,5000
イズミ建設,2024Q3,BS,営業債権,,15700
イズミ建設,2024Q3,BS,棚卸資産,,3800
イズミ建設,2024Q3,BS,その他流動資産,,2300
イズミ建設,2024Q3,BS,有形固定資産(純額),,27600
イズミ建設,2024Q3,BS,投資その他の資産,,3800
イズミ建設,2024Q3,BS,営業債務,,14300
イズミ建設,2024Q3,BS,短期借入金,,5900
イズミ建設,2024Q3,BS,その他流動負債,,2300
イズミ建設,2024Q3,BS,長期借入金,,19000
イズミ建設,2024Q3,BS,その他固定負債,,3900
イズミ建設,2024Q3,BS,退職給付引当金,,5800
イズミ建設,2024Q3,BS,純資産合計,,25600
イズミ建設,2024Q3,PL,売上高,,54900
イズミ建設,2024Q3,PL,営業利益,,400
イズミ建設,2024Q3,PL,税引前当期純利益,,-200
イズミ建設,2024Q3,PL,減価償却費,,5900
イズミ建設,2024Q3,PL,受取利息及び受取配当金,,200
イズミ建設,2024Q3,PL,支払利息,,800
イズミ建設,2024Q4,BS,現金及び預金,,22000
イズミ建設,2024Q4,BS,預け金,,4800
イズミ建設,2024Q4,BS,営業債権,,13000
イズミ建設,2024Q4,BS,棚卸資産,,2000
イズミ建設,2024Q4,BS,その他流動資産,,2600
イズミ建設,2024Q4,BS,有形固定資産(純額),,31800
イズミ建設,2024Q4,BS,投資その他の資産,,3600
イズミ建設,2024Q4,BS,営業債務,,13700
イズミ建設,2024Q4,BS,短期借入金,,4000
イズミ建設,2024Q4,BS,その他流動負債,,2000
イズミ建設,2024Q4,BS,長期借入金,,19000
イズミ建設,2024Q4,BS,その他固定負債,,4500
イズミ建設,2024Q4,BS,退職給付引当金,,5800
イズミ建設,2024Q4,BS,純資産合計,,30800
イズミ建設,2024Q4,PL,売上高,,58200
イズミ建設,2024Q4,PL,営業利益,,7900
イズミ建設,2024Q4,PL,税引前当期純利益,,7600
イズミ建設,2024Q4,PL,減価償却費,,2600
イズミ建設,2024Q4,PL,受取利息及び受取配当金,,300
イズミ建設,2024Q4,PL,支払利息,,800
イズミ建設,2024Q4,PL,固定資産売却損益(益は+、損は−),,200
イズミ建設,2024Q4,PL,法人税等,,2400
イズミ建設,2024Q4,補足,有形固定資産の売却による収入,,3200
イズミ建設,2025Q1,BS,現金及び預金,,26700
イズミ建設,2025Q1,BS,預け金,,5400
イズミ建設,2025Q1,BS,営業債権,,15200
イズミ建設,2025Q1,BS,棚卸資産,,300
イズミ建設,2025Q1,BS,その他流動資産,,2900
イズミ建設,2025Q1,BS,有形固定資産(純額),,30200
イズミ建設,2025Q1,BS,投資その他の資産,,2800
イズミ建設,2025Q1,BS,営業債務,,15800
イズミ建設,2025Q1,BS,短期借入金,,1900
イズミ建設,2025Q1,BS,その他流動負債,,1300
イズミ建設,2025Q1,BS,長期借入金,,20200
イズミ建設,2025Q1,BS,その他固定負債,,4800
イズミ建設,2025Q1,BS,退職給付引当金,,6300
イズミ建設,2025Q1,BS,純資産合計,,33200
イズミ建設,2025Q1,PL,売上高,,61400
イズミ建設,2025Q1,PL,営業利益,,6100
イズミ建設,2025Q1,PL,税引前当期純利益,,5500
イズミ建設,2025Q1,PL,減価償却費,,2300
イズミ建設,2025Q1,PL,受取利息及び受取配当金,,200
イズミ建設,2025Q1,PL,支払利息,,800
イズミ建設,2025Q1,PL,法人税等,,1800
イズミ建設,2025Q1,SS,剰余金の配当(配当金の支払額),,1300
イズミ建設,2025Q2,BS,現金及び預金,,28000
イズミ建設,2025Q2,BS,預け金,,5700
イズミ建設,2025Q2,BS,営業債権,,15500
イズミ建設,2025Q2,BS,棚卸資産,,2600
イズミ建設,2025Q2,BS,その他流動資産,,3300
イズミ建設,2025Q2,BS,有形固定資産(純額),,31400
イズミ建設,2025Q2,BS,投資その他の資産,,2200
イズミ建設,2025Q2,BS,営業債務,,15200
イズミ建設,2025Q2,BS,短期借入金,,800
イズミ建設,2025Q2,BS,その他流動負債,,400
イズミ建設,2025Q2,BS,長期借入金,,23200
イズミ建設,2025Q2,BS,その他固定負債,,4400
イズミ建設,2025Q2,BS,退職給付引当金,,6800
イズミ建設,2025Q2,BS,純資産合計,,37900
イズミ建設,2025Q2,PL,売上高,,61800
イズミ建設,2025Q2,PL,営業利益,,7600
イズミ建設,2025Q2,PL,税引前当期純利益,,6900
イズミ建設,2025Q2,PL,減価償却費,,3600
イズミ建設,2025Q2,PL,受取利息及び受取配当金,,200
イズミ建設,2025Q2,PL,支払利息,,900
イズミ建設,2025Q2,PL,法人税等,,2200
イズミ建設,2025Q3,BS,現金及び預金,,25900
イズミ建設,2025Q3,BS,預け金,,8000
イズミ建設,2025Q3,BS,営業債権,,14300
イズミ建設,2025Q3,BS,棚卸資産,,4100
イズミ建設,2025Q3,BS,その他流動資産,,3100
イズミ建設,2025Q3,BS,有形固定資産(純額),,34100
イズミ建設,2025Q3,BS,投資その他の資産,,1600
イズミ建設,2025Q3,BS,営業債務,,13300
イズミ建設,2025Q3,BS,短期借入金,,2100
イズミ建設,2025Q3,BS,その他流動負債,,900
イズミ建設,2025Q3,BS,長期借入金,,20200
イズミ建設,2025Q3,BS,その他固定負債,,4500
イズミ建設,2025Q3,BS,退職給付引当金,,7400
イズミ建設,2025Q3,BS,純資産合計,,42700
イズミ建設,2025Q3,PL,売上高,,64600
イズミ建設,2025Q3,PL,営業利益,,10300
イズミ建設,2025Q3,PL,税引前当期純利益,,9700
イズミ建設,2025Q3,PL,減価償却費,,2200
イズミ建設,2025Q3,PL,受取利息及び受取配当金,,200
イズミ建設,2025Q3,PL,支払利息,,800
イズミ建設,2025Q3,PL,法人税等,,3100
イズミ建設,2025Q3,SS,剰余金の配当(配当金の支払額),,1800
イズミ建設,2025Q4,BS,現金及び預金,,24300
イズミ建設,2025Q4,BS,預け金,,9700
イズミ建設,2025Q4,BS,営業債権,,17000
イズミ建設,2025Q4,BS,棚卸資産,,6200
イズミ建設,2025Q4,BS,その他流動資産,,2700
イズミ建設,2025Q4,BS,有形固定資産(純額),,35800
イズミ建設,2025Q4,BS,投資その他の資産,,700
イズミ建設,2025Q4,BS,営業債務,,14000
イズミ建設,2025Q4,BS,短期借入金,,4900
イズミ建設,2025Q4,BS,その他流動負債,,700
イズミ建設,2025Q4,BS,長期借入金,,19000
イズミ建設,2025Q4,BS,その他固定負債,,4700
イズミ建設,2025Q4,BS,退職給付引当金,,7500
イズミ建設,2025Q4,BS,純資産合計,,45600
イズミ建設,2025Q4,PL,売上高,,66200
イズミ建設,2025Q4,PL,営業利益,,4800
イズミ建設,2025Q4,PL,税引前当期純利益,,4300
イズミ建設,2025Q4,PL,減価償却費,,2200
イズミ建設,2025Q4,PL,受取利息及び受取配当金,,400
イズミ建設,2025Q4,PL,支払利息,,900
イズミ建設,2025Q4,PL,法人税等,,1400
イズミ建設,2026Q1,BS,現金及び預金,,21900
イズミ建設,2026Q1,BS,預け金,,11000
イズミ建設,2026Q1,BS,営業債権,,17700
イズミ建設,2026Q1,BS,棚卸資産,,5200
イズミ建設,2026Q1,BS,その他流動資産,,3400
イズミ建設,2026Q1,BS,有形固定資産(純額),,39500
イズミ建設,2026Q1,BS,投資その他の資産,,1300
イズミ建設,2026Q1,BS,営業債務,,15400
イズミ建設,2026Q1,BS,短期借入金,,4500
イズミ建設,2026Q1,BS,その他流動負債,,0
イズミ建設,2026Q1,BS,長期借入金,,18500
イズミ建設,2026Q1,BS,その他固定負債,,4700
イズミ建設,2026Q1,BS,退職給付引当金,,7300
イズミ建設,2026Q1,BS,純資産合計,,49600
イズミ建設,2026Q1,PL,売上高,,68600
イズミ建設,2026Q1,PL,営業利益,,9200
イズミ建設,2026Q1,PL,税引前当期純利益,,9200
イズミ建設,2026Q1,PL,減価償却費,,1800
